Player,PlayerID,Year,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Kristaps Porzingis,porzikr01,2022,PF,26,DAL,12,365,24.9,.580,.361,.284,9.2,19.6,14.2,11.5,1.4,4.4,8.4,28.9,1.0,0.5,1.5,.191,4.0,-0.7,3.3,0.5
Dwight Powell,poweldw01,2022,C,30,DAL,17,364,15.6,.635,.200,.400,10.8,14.8,12.8,8.1,1.4,3.2,13.7,12.5,0.8,0.4,1.2,.158,-0.8,-0.3,-1.1,0.1
Norman Powell,powelno01,2022,SF,28,POR,18,524,18.6,.632,.386,.329,1.5,8.0,4.7,8.3,1.6,1.2,7.0,21.4,1.5,0.1,1.6,.147,2.2,-1.5,0.7,0.4
Joshua Primo,primojo01,2022,SG,19,SAS,4,14,15.7,.833,.667,.000,7.4,0.0,3.8,9.6,0.0,0.0,0.0,9.2,0.1,0.0,0.1,.185,2.5,-1.5,1.0,0.0
Taurean Prince,princta02,2022,PF,27,MIN,17,231,7.3,.463,.687,.179,3.4,11.2,7.1,7.3,1.7,1.2,11.1,14.5,0.0,0.2,0.2,.038,-4.1,-1.0,-5.0,-0.2
Payton Pritchard,pritcpa01,2022,SG,24,BOS,17,148,1.9,.331,.636,.068,4.2,10.2,7.2,18.7,0.0,1.3,19.5,16.7,-0.3,0.1,-0.3,-0.085,-6.0,-3.3,-9.3,-0.3
Immanuel Quickley,quickim01,2022,PG,22,NYK,19,351,15.9,.585,.632,.257,2.1,9.0,5.5,19.4,1.4,0.0,10.1,20.9,0.8,0.2,1.0,.136,0.7,-0.7,0.0,0.2
Jahmi'us Ramsey,ramseja01,2022,SG,20,SAC,5,31,4.1,.394,.500,.250,0.0,0.0,0.0,8.7,0.0,2.8,0.0,12.2,0.0,0.0,0.0,-0.036,-3.4,-4.0,-7.4,0.0
Julius Randle,randlju01,2022,PF,27,NYK,19,668,17.5,.525,.347,.318,5.5,24.8,15.1,24.2,1.0,2.0,15.2,27.6,0.5,0.7,1.3,.090,1.2,-0.5,0.7,0.5
Austin Reaves,reaveau01,2022,SG,23,LAL,10,213,7.8,.616,.609,.174,1.0,8.7,4.9,6.4,0.7,0.8,13.9,11.5,0.2,0.1,0.2,.056,-3.7,-1.7,-5.4,-0.2
Cam Reddish,reddica01,2022,SF,22,ATL,20,465,14.4,.545,.439,.232,4.3,9.2,6.8,5.9,2.4,0.8,11.0,23.0,0.4,0.3,0.7,.071,-0.6,-1.2,-1.8,0.0
Paul Reed,reedpa01,2022,C,22,PHI,14,137,16.0,.514,.086,.000,13.0,17.5,15.3,8.4,3.3,5.8,14.6,13.5,0.1,0.2,0.3,.122,-2.4,0.7,-1.7,0.0
Naz Reid,reidna01,2022,C,22,MIN,17,258,19.2,.549,.361,.315,8.8,15.1,11.8,8.7,2.1,6.7,7.5,21.3,0.5,0.4,0.9,.174,0.5,0.6,1.1,0.2
Nick Richards,richani01,2022,C,24,CHO,16,148,15.0,.669,.000,.297,10.1,13.5,11.8,3.8,1.3,7.6,22.3,15.2,0.2,0.1,0.3,.104,-3.7,0.0,-3.7,-0.1
Josh Richardson,richajo01,2022,SG,28,BOS,14,348,11.8,.562,.422,.186,3.0,10.5,6.7,7.4,1.1,2.2,9.1,15.3,0.4,0.3,0.7,.095,-1.4,-0.5,-2.0,0.0
Austin Rivers,riverau01,2022,SG,29,DEN,17,298,4.1,.416,.616,.082,2.2,6.7,4.4,5.9,1.5,0.6,11.7,12.8,-0.3,0.2,-0.1,-0.022,-5.8,-0.9,-6.7,-0.4
Duncan Robinson,robindu01,2022,SG,27,MIA,19,553,9.4,.516,.864,.040,1.7,13.2,7.6,7.4,1.4,1.2,7.7,17.4,0.2,0.7,0.9,.080,-1.0,0.3,-0.7,0.2
Justin Robinson,robinju01,2022,PG,24,MIL,16,197,4.8,.415,.649,.035,1.1,5.6,3.4,14.5,2.0,0.0,16.0,15.1,-0.2,0.2,-0.1,-0.016,-5.6,-1.8,-7.5,-0.3
Mitchell Robinson,robinmi01,2022,C,23,NYK,16,406,18.2,.773,.000,.667,12.4,19.2,15.8,4.4,0.9,5.9,11.9,9.0,1.3,0.5,1.7,.206,-0.2,0.1,-0.1,0.2
Jeremiah Robinson-Earl,robinje02,2022,C,21,OKC,19,407,13.3,.561,.496,.092,7.1,19.0,13.0,6.2,1.4,1.7,12.1,14.8,0.3,0.5,0.8,.095,-0.9,-0.5,-1.4,0.1
Isaiah Roby,robyis01,2022,PF,23,OKC,9,94,17.6,.564,.231,.154,10.6,13.0,11.8,11.3,0.5,2.1,8.8,20.8,0.2,0.1,0.3,.133,0.1,-1.9,-1.8,0.0
Rajon Rondo,rondora01,2022,PG,35,LAL,13,199,7.3,.358,.400,.000,3.7,10.9,7.4,33.0,2.6,1.4,26.8,17.5,-0.4,0.2,-0.2,-0.046,-4.6,-0.9,-5.5,-0.2
Derrick Rose,rosede01,2022,PG,33,NYK,17,390,18.8,.544,.344,.094,3.2,9.5,6.3,25.0,2.1,2.7,11.3,23.7,0.6,0.4,0.9,.117,2.8,-0.3,2.5,0.5
Terrence Ross,rosste01,2022,SG,30,ORL,19,488,9.0,.507,.515,.246,0.8,6.7,3.8,12.1,1.1,0.6,12.1,18.9,-0.1,0.0,-0.1,-0.006,-2.5,-2.7,-5.2,-0.4
Terry Rozier,roziete01,2022,SG,27,CHO,16,507,15.0,.523,.464,.138,2.2,10.0,6.0,14.9,2.0,1.3,8.6,22.9,0.4,0.3,0.7,.063,0.6,-0.9,-0.3,0.2
Ricky Rubio,rubiori01,2022,PG,31,CLE,19,561,14.4,.503,.441,.250,1.7,12.3,7.0,33.9,2.1,0.5,17.2,26.6,0.1,0.6,0.7,.063,0.0,-0.6,-0.6,0.2
D'Angelo Russell,russeda01,2022,PG,25,MIN,17,530,16.0,.512,.520,.208,1.3,11.0,5.9,29.7,1.3,2.2,12.4,27.1,0.6,0.5,1.1,.096,1.5,-1.3,0.2,0.3
Domantas Sabonis,sabondo01,2022,C,25,IND,21,716,21.4,.633,.225,.357,10.3,25.7,18.2,17.1,1.7,0.8,17.7,22.0,1.8,1.0,2.8,.188,2.5,0.5,3.0,0.9
Tomas Satoransky,satorto01,2022,SG,30,NOP,16,252,5.2,.365,.240,.220,3.7,9.9,6.8,19.3,1.2,0.0,18.0,11.3,-0.2,0.1,-0.1,-0.023,-6.0,-1.3,-7.4,-0.3
Dennis Schroder,schrode01,2022,SG,28,BOS,20,666,14.7,.541,.316,.242,2.5,10.2,6.3,24.4,1.4,0.1,15.1,24.5,0.5,0.6,1.1,.081,-0.9,-1.6,-2.5,-0.1
Jay Scrubb,scrubja01,2022,SG,21,LAC,6,32,18.3,.553,.421,.105,0.0,9.5,4.9,11.8,1.5,2.7,4.8,28.4,0.0,0.0,0.1,.111,-0.7,-0.5,-1.2,0.0
Wayne Selden,seldewa01,2022,SG,27,NYK,1,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-0.012,-8.5,-3.0,-11.6,0.0
Alperen Sengun,sengual01,2022,C,19,HOU,17,317,17.2,.572,.198,.594,7.8,18.8,13.3,21.5,3.1,2.3,19.8,22.0,0.3,0.5,0.8,.117,-0.9,1.9,1.0,0.2
Collin Sexton,sextoco01,2022,SG,23,CLE,11,316,12.1,.523,.298,.258,4.4,7.8,6.1,12.6,1.6,0.0,15.6,27.4,-0.2,0.3,0.1,.010,-3.0,-2.0,-5.1,-0.2
Landry Shamet,shamela01,2022,SG,24,PHO,18,333,11.9,.558,.743,.210,1.3,11.9,6.8,11.3,0.9,0.5,6.5,16.0,0.4,0.3,0.8,.115,0.0,-0.9,-0.9,0.1
Day'Ron Sharpe,sharpda01,2022,PF,20,BRK,8,36,19.4,.547,.176,.294,24.3,25.1,24.7,0.0,2.7,4.9,23.8,31.0,-0.1,0.1,0.0,.041,-2.6,-2.0,-4.6,0.0
Pascal Siakam,siakapa01,2022,PF,27,TOR,9,294,19.6,.567,.275,.383,6.7,18.5,12.2,16.4,1.4,2.4,11.4,23.0,0.7,0.2,0.9,.145,2.4,-1.1,1.3,0.2
Marko Simonovic,simonma01,2022,C,22,CHI,1,7,-8.0,.266,1.000,2.000,0.0,15.6,7.8,0.0,0.0,0.0,34.7,18.1,0.0,0.0,0.0,-0.284,-14.3,-4.7,-19.1,0.0
Anfernee Simons,simonan01,2022,SG,22,POR,19,430,15.9,.584,.554,.102,2.8,10.2,6.5,14.4,1.1,0.4,9.8,21.7,0.8,0.0,0.8,.095,1.5,-2.0,-0.5,0.2
Jericho Sims,simsje01,2022,PF,23,NYK,7,33,6.8,.798,.000,2.000,3.2,22.4,12.8,0.0,1.5,2.9,34.7,3.8,0.0,0.0,0.0,.069,-5.6,0.3,-5.3,0.0
Marcus Smart,smartma01,2022,PG,27,BOS,19,662,13.1,.493,.495,.255,1.6,10.3,5.8,23.6,3.1,1.0,13.9,15.7,0.4,0.9,1.3,.097,-2.1,1.7,-0.3,0.3
Dennis Smith Jr.,smithde03,2022,PG,24,POR,9,118,10.9,.451,.208,.458,0.9,11.2,6.0,25.4,5.4,1.6,31.1,15.4,-0.1,0.2,0.0,.007,-4.5,2.5,-2.0,0.0
Ish Smith,smithis01,2022,PG,33,CHO,16,211,7.5,.398,.024,.098,0.5,8.5,4.4,23.6,1.6,1.8,14.9,20.0,-0.4,0.1,-0.3,-0.062,-4.9,-2.5,-7.3,-0.3
Jalen Smith,smithja04,2022,PF,21,PHO,6,32,16.2,.492,.182,.455,13.6,31.0,22.7,0.0,1.5,2.7,7.0,19.2,0.0,0.1,0.1,.160,-2.2,-2.2,-4.3,0.0
Tony Snell,snellto01,2022,SG,30,POR,14,126,1.9,.375,.900,.000,0.9,9.6,5.2,5.9,0.4,1.5,9.1,7.6,-0.1,0.0,-0.1,-0.027,-5.5,-1.8,-7.4,-0.2
Jaden Springer,sprinja01,2022,SG,19,PHI,1,2,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-0.025,-5.9,-4.5,-10.4,0.0
Lamar Stevens,stevela01,2022,PF,24,CLE,9,91,2.6,.321,.269,.038,8.3,8.3,8.3,1.5,1.1,0.9,7.0,13.6,-0.1,0.1,-0.1,-0.042,-6.1,-1.7,-7.8,-0.1
Isaiah Stewart,stewais01,2022,C,20,DET,17,407,13.8,.549,.095,.114,9.0,25.7,16.6,7.3,0.8,4.5,13.4,13.4,0.3,0.4,0.7,.087,-3.2,-0.5,-3.6,-0.2
Max Strus,strusma01,2022,SF,25,MIA,12,231,10.1,.557,.731,.104,1.5,18.1,10.1,5.6,0.9,1.0,7.9,14.5,0.2,0.3,0.5,.095,-0.7,0.4,-0.3,0.1
Jalen Suggs,suggsja01,2022,PG,20,ORL,19,522,7.1,.441,.415,.274,3.0,10.1,6.5,21.1,1.8,1.6,19.6,26.7,-1.3,0.2,-1.1,-0.103,-5.0,-2.5,-7.5,-0.7
Jae'Sean Tate,tateja01,2022,SF,26,HOU,18,485,12.7,.538,.279,.248,8.3,17.7,13.0,11.0,1.2,1.9,16.1,18.8,0.2,0.4,0.6,.060,-2.5,-1.1,-3.6,-0.2
Jayson Tatum,tatumja01,2022,SF,23,BOS,20,731,18.4,.511,.389,.251,3.6,21.7,12.5,17.0,1.3,2.2,9.6,32.6,0.3,1.0,1.3,.087,1.6,-1.1,0.5,0.5
Garrett Temple,templga01,2022,SG,35,NOP,19,359,10.2,.526,.593,.220,3.8,11.5,7.6,9.4,2.2,2.8,16.0,14.1,0.0,0.3,0.3,.042,-2.3,0.1,-2.2,0.0
Daniel Theis,theisda01,2022,C,29,HOU,15,350,10.8,.577,.447,.194,4.7,16.1,10.4,5.1,0.9,2.1,14.5,15.6,0.1,0.3,0.4,.060,-2.6,-1.0,-3.6,-0.1
Brodric Thomas,thomabr01,2022,SG,25,BOS,2,2,-6.0,,,,51.9,0.0,26.5,0.0,0.0,0.0,100.0,21.9,0.0,0.0,0.0,-0.430,-9.6,-11.2,-20.7,0.0
Cameron Thomas,thomaca02,2022,SG,20,BRK,12,94,9.2,.392,.429,.214,2.3,9.6,6.1,12.4,1.5,2.8,4.2,22.6,-0.1,0.1,0.0,-0.015,-4.3,-1.3,-5.7,-0.1
Matt Thomas,thomama02,2022,SG,27,CHI,7,30,-0.2,.281,.438,.000,0.0,7.3,3.6,0.0,1.6,3.0,0.0,23.5,-0.1,0.0,-0.1,-0.182,-8.3,-3.4,-11.8,-0.1
Tristan Thompson,thomptr01,2022,PF,30,SAC,14,190,17.6,.550,.000,.362,18.6,24.4,21.5,6.2,1.0,2.3,12.9,17.3,0.4,0.2,0.5,.137,-0.4,-1.4,-1.7,0.0
JT Thor,thorjt01,2022,PF,19,CHO,2,2,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-0.020,-5.0,-2.8,-7.8,0.0
Matisse Thybulle,thybuma01,2022,SG,24,PHI,12,312,14.5,.635,.466,.103,1.8,8.0,4.9,6.2,4.5,5.7,16.5,10.5,0.2,0.5,0.7,.107,-0.8,3.6,2.9,0.4
Killian Tillie,tilliki02,2022,C,23,MEM,6,42,9.4,.333,.533,.000,7.4,5.3,6.4,6.3,4.6,6.4,6.3,16.0,-0.1,0.0,0.0,-0.028,-3.8,-1.1,-5.0,0.0
Xavier Tillman Sr.,tillmxa01,2022,PF,23,MEM,13,169,16.6,.494,.300,.260,8.6,17.3,12.8,13.1,4.3,1.1,9.7,15.4,0.2,0.1,0.3,.088,0.0,0.5,0.5,0.1
Isaiah Todd,toddis01,2022,PF,20,WAS,3,7,38.8,.595,.600,.400,0.0,14.5,7.6,0.0,7.1,11.7,0.0,37.2,0.0,0.0,0.0,.294,12.4,12.2,24.6,0.0
Obi Toppin,toppiob01,2022,PF,23,NYK,19,290,19.2,.585,.288,.351,7.6,17.8,12.7,11.1,1.0,5.0,11.7,21.8,0.6,0.3,0.9,.145,0.3,0.1,0.4,0.2
Juan Toscano-Anderson,toscaju01,2022,SF,28,GSW,18,273,13.7,.607,.426,.213,3.3,15.9,9.9,18.6,2.1,2.9,19.3,13.1,0.4,0.6,1.0,.169,-1.3,2.4,1.2,0.2
Karl-Anthony Towns,townska01,2022,C,26,MIN,19,651,23.0,.625,.378,.293,8.2,19.4,13.5,17.5,1.8,3.1,15.4,26.0,1.8,0.9,2.7,.199,4.5,0.2,4.6,1.1
Gary Trent Jr.,trentga02,2022,SG,23,TOR,20,688,16.2,.554,.483,.143,1.7,8.6,4.9,7.4,3.0,1.0,5.7,20.6,1.3,0.4,1.7,.121,0.3,0.5,0.8,0.5
P.J. Tucker,tuckepj01,2022,PF,36,MIA,19,538,11.5,.669,.516,.118,7.0,15.5,11.4,8.2,0.9,0.8,14.8,9.4,1.0,0.6,1.6,.143,-0.1,1.1,1.1,0.4
Myles Turner,turnemy01,2022,C,25,IND,21,604,19.7,.645,.516,.285,6.0,22.1,14.2,5.3,1.1,8.7,12.5,17.2,1.2,1.1,2.3,.182,1.7,1.5,3.2,0.8
Jonas Valanciunas,valanjo01,2022,C,29,NOP,21,672,22.0,.589,.155,.286,11.0,30.3,20.5,13.6,0.8,2.6,11.6,24.0,1.6,0.7,2.3,.164,2.6,-0.8,1.8,0.6
Denzel Valentine,valende01,2022,SG,28,CLE,12,86,5.1,.364,.636,.000,7.5,12.5,10.0,5.1,2.9,0.0,10.8,18.7,-0.2,0.1,-0.1,-0.040,-5.3,0.0,-5.3,-0.1
Jarred Vanderbilt,vandeja01,2022,PF,22,MIN,19,399,16.6,.584,.074,.346,13.6,23.0,18.1,7.4,3.3,3.4,18.4,11.8,0.6,0.8,1.4,.172,-1.7,1.5,-0.2,0.2
Fred VanVleet,vanvlfr01,2022,PG,27,TOR,19,723,18.2,.562,.492,.167,2.3,12.7,7.2,27.2,2.1,1.8,15.2,23.3,1.3,0.4,1.8,.118,2.6,-0.1,2.5,0.8
Devin Vassell,vassede01,2022,SF,21,SAS,17,439,15.7,.579,.497,.130,2.1,14.0,7.9,8.1,2.3,2.5,6.8,18.7,0.5,0.5,1.0,.113,0.2,0.1,0.3,0.2
Gabe Vincent,vincega01,2022,PG,25,MIA,16,213,10.5,.518,.561,.121,4.3,7.5,6.0,18.3,1.9,0.0,13.7,16.6,0.2,0.2,0.4,.098,-2.8,0.5,-2.4,0.0
Nikola Vucevic,vucevni01,2022,C,31,CHI,13,430,15.3,.458,.290,.129,5.6,30.2,17.9,18.8,1.6,2.5,9.2,22.2,0.0,0.8,0.8,.087,-0.3,-0.1,-0.4,0.2
Dean Wade,wadede01,2022,PF,25,CLE,16,358,8.4,.516,.653,.083,3.6,12.0,7.8,8.3,1.5,0.2,6.3,9.7,0.3,0.3,0.7,.087,-2.6,1.0,-1.6,0.0
Franz Wagner,wagnefr01,2022,SF,20,ORL,20,620,12.7,.523,.352,.167,4.3,9.6,6.9,11.8,1.6,1.5,8.3,18.3,0.5,0.2,0.7,.057,-0.9,-1.3,-2.1,0.0
Moritz Wagner,wagnemo01,2022,C,24,ORL,19,203,14.4,.599,.671,.367,5.1,19.3,12.1,9.2,0.2,2.3,13.2,22.2,0.3,0.1,0.4,.084,-0.1,-1.6,-1.7,0.0
Ish Wainright,wainris01,2022,F,27,PHO,3,7,2.3,.333,.333,.000,15.5,14.2,14.8,19.1,0.0,0.0,25.0,24.7,0.0,0.0,0.0,-0.142,-9.6,-5.1,-14.7,0.0
Kemba Walker,walkeke02,2022,PG,31,NYK,18,441,15.7,.559,.520,.141,0.5,10.5,5.5,20.1,2.1,1.1,11.3,21.0,0.6,0.4,0.9,.102,1.0,0.0,1.0,0.3
Lonnie Walker,walkelo01,2022,SG,23,SAS,18,406,10.9,.476,.524,.141,0.3,13.8,6.9,16.2,1.4,1.5,10.5,23.1,-0.3,0.3,0.0,.003,-2.3,-1.8,-4.1,-0.2
Brad Wanamaker,wanambr01,2022,PG,32,IND,10,131,5.1,.442,.333,.455,2.5,12.1,7.4,18.7,0.4,3.2,26.1,17.8,-0.2,0.1,-0.1,-0.030,-5.8,-1.9,-7.8,-0.2
Duane Washington Jr.,washidu02,2022,PG,21,IND,2,4,46.0,.833,.667,.000,0.0,26.5,13.5,0.0,0.0,0.0,0.0,32.6,0.0,0.0,0.0,.359,9.2,-0.2,8.9,0.0
P.J. Washington,washipj01,2022,PF,23,CHO,9,178,16.2,.596,.455,.212,5.6,16.6,10.9,8.8,1.3,4.2,14.3,19.8,0.2,0.2,0.4,.097,0.5,-0.6,-0.1,0.1
Yuta Watanabe,watanyu01,2022,SF,27,TOR,1,14,17.4,.315,.333,1.333,14.9,8.4,11.8,0.0,7.1,14.3,0.0,14.5,0.0,0.0,0.0,.126,-3.3,4.6,1.3,0.0
Trendon Watford,watfotr01,2022,F,21,POR,1,7,15.3,.500,.000,.000,0.0,0.0,0.0,40.7,0.0,0.0,0.0,12.4,0.0,0.0,0.0,.134,1.8,-6.6,-4.8,0.0
Russell Westbrook,westbru01,2022,PG,33,LAL,21,762,16.8,.518,.258,.327,4.0,20.2,12.2,37.9,1.7,0.5,19.7,28.7,0.2,0.8,1.0,.061,-0.1,-0.7,-0.8,0.2
Coby White,whiteco01,2022,PG,21,CHI,7,117,6.6,.436,.458,.063,0.0,13.1,6.5,12.4,0.4,0.0,5.7,19.7,-0.1,0.1,0.0,-0.007,-5.1,-1.3,-6.5,-0.1
Derrick White,whitede01,2022,SG,27,SAS,18,561,12.7,.485,.442,.178,1.7,9.8,5.6,22.1,1.9,2.9,11.6,18.3,0.2,0.5,0.7,.060,-1.4,-0.1,-1.5,0.1
Hassan Whiteside,whiteha01,2022,C,32,UTA,19,292,20.3,.617,.000,.418,16.0,31.1,24.0,2.1,0.7,7.2,15.7,19.0,0.6,0.6,1.3,.206,-2.0,0.8,-1.2,0.1
Joe Wieskamp,wieskjo01,2022,G,22,SAS,1,3,41.9,1.500,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.3,0.0,0.0,0.0,.209,17.1,1.0,18.1,0.0
Aaron Wiggins,wiggiaa01,2022,G,23,OKC,7,109,5.4,.547,.882,.294,0.9,9.3,5.1,11.8,1.3,0.9,26.7,10.3,-0.1,0.1,0.0,.010,-6.6,-0.2,-6.8,-0.1
Andrew Wiggins,wiggian01,2022,SF,26,GSW,19,568,18.4,.602,.361,.263,4.2,11.5,8.0,8.5,1.4,1.6,9.7,25.7,1.0,0.9,1.9,.163,1.0,-1.1,-0.1,0.3
Grant Williams,willigr01,2022,PF,23,BOS,20,425,13.9,.675,.680,.170,3.4,14.0,8.6,8.1,0.6,2.5,7.7,12.0,1.0,0.4,1.4,.157,0.6,-0.7,-0.1,0.2
Kenrich Williams,willike04,2022,SF,27,OKC,19,383,12.2,.523,.351,.252,5.2,12.5,8.8,13.6,1.7,0.8,10.8,15.5,0.3,0.3,0.7,.082,-2.0,-0.1,-2.1,0.0
Lou Williams,willilo02,2022,PG,35,ATL,15,190,11.4,.480,.270,.146,1.2,8.8,5.1,16.0,1.6,1.0,11.2,24.4,-0.1,0.1,0.0,.007,-3.4,-2.3,-5.7,-0.2
Patrick Williams,willipa01,2022,PF,20,CHI,5,125,9.8,.666,.261,.174,0.9,8.7,4.8,3.2,1.2,1.4,7.5,9.4,0.2,0.1,0.3,.113,-1.5,-2.7,-4.3,-0.1
Robert Williams,williro04,2022,C,24,BOS,14,423,20.9,.732,.000,.288,13.8,20.2,16.9,6.9,1.5,5.7,15.1,11.0,1.3,0.7,2.0,.222,2.1,0.5,2.6,0.5
Ziaire Williams,willizi02,2022,SF,20,MEM,17,319,4.3,.429,.688,.065,1.6,7.4,4.4,4.6,1.2,1.7,9.5,13.9,-0.3,-0.1,-0.4,-0.061,-5.1,-3.3,-8.4,-0.5
Dylan Windler,windldy01,2022,SF,25,CLE,14,166,10.2,.598,.657,.114,4.6,13.6,9.1,13.9,0.9,1.0,17.9,11.7,0.2,0.2,0.3,.096,-2.3,0.4,-1.8,0.0
Justise Winslow,winslju01,2022,SF,25,LAC,14,118,6.5,.370,.216,.054,6.4,21.4,14.1,15.7,2.5,3.6,27.0,19.1,-0.4,0.3,-0.1,-0.049,-7.5,1.0,-6.5,-0.1
Christian Wood,woodch01,2022,C,26,HOU,18,582,14.7,.515,.351,.305,5.5,30.0,17.7,12.7,0.8,2.6,11.7,22.1,0.1,0.7,0.8,.065,-0.5,-0.9,-1.4,0.1
Robert Woodard,woodaro01,2022,SF,22,SAC,1,3,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-0.021,-5.9,-3.0,-8.9,0.0
Delon Wright,wrighde01,2022,SG,29,ATL,18,235,13.1,.446,.362,.277,7.1,14.7,11.0,19.5,2.3,0.8,13.2,11.2,0.3,0.2,0.5,.097,-0.3,0.9,0.6,0.2
McKinley Wright IV,wrighmc01,2022,PG,23,MIN,1,4,19.1,1.500,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,50.0,20.6,0.0,0.0,0.0,-0.124,4.9,-5.9,-1.0,0.0
Thaddeus Young,youngth01,2022,PF,33,SAS,15,238,21.1,.574,.023,.161,10.4,13.6,11.9,27.5,3.0,2.3,16.2,20.0,0.4,0.3,0.8,.153,1.4,1.7,3.2,0.3
Trae Young,youngtr01,2022,PG,23,ATL,20,670,25.1,.585,.339,.283,2.0,9.4,5.8,45.2,1.3,0.3,15.0,33.4,2.3,0.2,2.6,.184,6.2,-2.1,4.1,1.0
Omer Yurtseven,yurtsom01,2022,C,23,MIA,11,36,15.6,.603,.000,.286,6.4,17.8,12.3,4.7,0.0,3.1,16.0,22.9,0.0,0.0,0.1,.091,-2.6,-1.0,-3.6,0.0
Cody Zeller,zelleco01,2022,C,29,POR,19,241,18.4,.654,.075,.811,14.5,20.5,17.5,9.3,1.4,1.2,14.3,15.1,0.8,0.1,1.0,.190,-0.6,-0.8,-1.4,0.0
Ivica Zubac,zubaciv01,2022,C,24,LAC,19,475,20.2,.699,.000,.606,11.3,23.8,17.8,7.9,0.7,3.0,13.2,14.6,1.6,0.9,2.5,.248,1.0,0.7,1.7,0.4
